500.000	15.544
500.500	15.584
501.000	15.638
501.500	15.692
502.000	15.756
502.500	15.798
503.000	15.875
503.500	15.905
504.000	15.946
504.500	15.976
505.000	16.037
505.500	16.095
506.000	16.124
506.500	16.141
507.000	16.143
507.500	16.173
508.000	16.238
508.500	16.413
509.000	16.413
509.500	16.362
510.000	16.305
510.500	16.638
511.000	16.514
511.500	16.393
512.000	16.593
512.500	16.429
513.000	16.657
513.500	16.651
514.000	16.552
514.500	16.714
515.000	16.637
515.500	16.893
516.000	16.752
516.500	16.807
517.000	16.930
517.500	16.981
518.000	17.281
518.500	17.013
519.000	17.370
519.500	16.493
520.000	17.060
520.500	17.230
521.000	16.940
521.500	17.965
522.000	16.931
522.500	17.173
523.000	17.794
523.500	16.840
524.000	17.438
524.500	17.475
525.000	16.872
525.500	17.491
526.000	17.279
526.500	16.847
527.000	17.505
527.500	17.284
528.000	16.558
528.500	17.636
529.000	17.804
529.500	16.630
530.000	16.794
530.500	18.094
531.000	16.491
531.500	16.107
532.000	17.154
532.500	16.975
533.000	16.019
533.500	16.295
534.000	17.617
534.500	15.879
535.000	15.380
535.500	16.489
536.000	17.634
536.500	15.647
537.000	15.405
537.500	16.395
538.000	17.386
538.500	15.310
539.000	15.067
539.500	16.369
540.000	16.901
540.500	15.362
541.000	14.738
541.500	15.977
542.000	16.545
542.500	15.119
543.000	14.462
543.500	15.198
544.000	16.168
544.500	16.169
545.000	13.989
545.500	14.727
546.000	15.743
546.500	16.370
547.000	13.360
547.500	14.189
548.000	15.271
548.500	16.071
549.000	16.085
549.500	14.535
550.000	14.606
550.500	15.526
551.000	15.761
551.500	15.652
552.000	14.092
552.500	14.756
553.000	15.524
553.500	15.689
554.000	15.821
554.500	14.538
555.000	14.738
555.500	15.395
556.000	15.455
556.500	15.929
557.000	14.818
557.500	14.593
558.000	15.452
558.500	15.263
559.000	15.678
559.500	14.929
560.000	14.761
560.500	15.533
561.000	15.021
561.500	15.280
562.000	15.870
562.500	14.459
563.000	15.009
563.500	14.713
564.000	15.050
564.500	15.477
565.000	15.533
565.500	15.012
566.000	14.792
566.500	14.569
567.000	15.017
567.500	15.707
568.000	14.893
568.500	15.122
569.000	14.488
569.500	14.708
570.000	15.073
570.500	15.612
571.000	15.406
571.500	15.245
572.000	14.389
572.500	14.369
573.000	14.901
573.500	15.541
574.000	15.615
574.500	15.226
575.000	14.309
575.500	14.371
576.000	14.516
576.500	14.896
577.000	15.373
577.500	15.004
578.000	14.199
578.500	13.970
579.000	14.045
579.500	14.417
580.000	14.716
580.500	15.117
581.000	14.802
581.500	13.943
582.000	13.530
582.500	13.942
583.000	14.137
583.500	14.403
584.000	14.571
584.500	13.354
585.000	13.168
585.500	13.218
586.000	13.533
586.500	13.919
587.000	14.001
587.500	14.128
588.000	12.988
588.500	12.767
589.000	12.873
589.500	13.313
590.000	13.382
590.500	13.510
591.000	13.629
591.500	12.601
592.000	12.367
592.500	12.449
593.000	12.662
593.500	12.844
594.000	12.893
594.500	12.953
595.000	12.613
595.500	11.743
596.000	11.830
596.500	11.980
597.000	12.106
597.500	12.145
598.000	12.177
598.500	12.151
599.000	11.021
599.500	11.127
600.000	11.259
