590.000	0.088
590.100	0.090
590.200	0.087
590.300	0.088
590.400	0.090
590.500	0.089
590.600	0.089
590.700	0.089
590.800	0.087
590.900	0.088
591.000	0.091
591.100	0.085
591.200	0.095
591.300	0.086
591.400	0.090
591.500	0.088
591.600	0.086
591.700	0.087
591.800	0.094
591.900	0.090
592.000	0.092
592.100	0.086
592.200	0.089
592.300	0.090
592.400	0.090
592.500	0.088
592.600	0.091
592.700	0.096
592.800	0.087
592.900	0.090
593.000	0.089
593.100	0.087
593.200	0.084
593.300	0.087
593.400	0.093
593.500	0.092
593.600	0.090
593.700	0.084
593.800	0.086
593.900	0.095
594.000	0.087
594.100	0.092
594.200	0.085
594.300	0.090
594.400	0.088
594.500	0.090
594.600	0.085
594.700	0.090
594.800	0.088
594.900	0.088
595.000	0.087
595.100	0.089
595.200	0.089
595.300	0.095
595.400	0.090
595.500	0.087
595.600	0.087
595.700	0.089
595.800	0.092
595.900	0.089
596.000	0.091
